Word, wordscore, occurrence
Conformity,9.0, 1.0
Ajab,7.0, 1.0
Rocked,8.0, 1.0
Badlands,8.3, 1.0
Ju-on,5.6, 2.0
Name,7.298720623000973, 9.0
Bluebird,3.0, 1.0
J�san-nin,7.785714285714286, 1.0
byt,6.8, 1.0
Dobermans,10.0, 1.0
Foodfight,1.0, 1.0
leik,8.0, 1.0
Supergirl,5.666666666666667, 1.0
Kabe,8.0, 1.0
extra-terrestres,5.5, 1.0
shao,9.0, 2.0
shan,6.416666666666667, 3.0
Miracolo,9.5, 1.0
Daddys,7.666666666666666, 2.0
Mysteries,8.0, 1.0
aji,9.5, 2.0
Remo,7.5, 1.0
Inner,9.0, 2.0
Innes,10.0, 1.0
KaraKedi,4.5, 1.0
Legenda,8.222222222222221, 1.0
Vampires,5.411904761904762, 7.0
Metro,6.946428571428571, 2.0
Bonfire,5.0, 1.0
lugovykh,2.0, 1.0
Reserved,5.0, 1.0
Maharana,7.0, 1.0
Stranger,6.790109722578762, 13.0
Legends,6.055555555555555, 2.0
Hardware,5.25, 1.0
Soldiers,6.7339705882352945, 10.0
Stachka,9.0, 1.0
Bookie,8.333333333333334, 1.0
violon,9.4, 1.0
Everlasting,7.333333333333333, 1.0
Offret,7.333333333333333, 1.0
mono,6.75, 2.0
tekkamen,6.5, 1.0
Crab,3.0, 1.0
Todo,8.047619047619047, 1.0
Zerophilia,10.0, 1.0
Rurni,7.583333333333333, 1.0
Supercl�sico,6.25, 1.0
Morris,7.921052631578947, 2.0
Gkaij�,6.0, 1.0
khabar,8.0, 1.0
Laggies,10.0, 1.0
Sensored,4.0, 1.0
Hillbillies,7.0, 1.0
Tourist,7.612179487179487, 4.0
Gidget,9.5, 1.0
Pais�,8.0, 1.0
Chick,8.75, 1.0
Kicking,7.5, 2.0
Making,8.2, 5.0
Reng,4.0, 1.0
Fisherman,7.666666666666667, 1.0
Bless,7.568181818181818, 4.0
Sheepish,10.0, 1.0
Asylum,3.0555555555555554, 3.0
lei?,9.0, 1.0
jeonmal,8.25, 1.0
chocolate,7.5, 2.0
Reno,5.5, 2.0
Newman,5.411764705882353, 1.0
Chico,6.666666666666667, 1.0
shab,8.0, 1.0
snder,10.0, 1.0
Todd,7.854166666666667, 1.0
Flags,8.5, 2.0
Macleane,8.5, 1.0
Newmar,7.6, 1.0
Berets,8.5, 1.0
Rent,7.660714285714286, 4.0
Satellite,7.0, 1.0
Hecho,8.333333333333334, 1.0
Holli�dy,6.4, 1.0
Dalmatians,5.966666666666666, 3.0
Accused,8.111111111111112, 3.0
Alabama,7.916666666666666, 2.0
Helicopter,10.0, 1.0
Kranks,6.125, 1.0
Tunnel,6.625, 2.0
Rocketeer,7.0, 1.0
Hurricane,8.09814814814815, 3.0
Antoinette,8.0, 1.0
mois,7.333333333333333, 1.0
Knuckle,6.125, 2.0
Namesake,7.285714285714286, 1.0
ans,6.516666666666667, 2.0
Figures,8.0, 1.0
Presidents,8.04861111111111, 2.0
A-Team,6.8076923076923075, 1.0
grammata,9.0, 1.0
and,7.252135151516048, 344.0
amu,6.0, 1.0
Sleeper,6.8, 1.0
Presidente,6.75, 1.0
Somnia,6.0, 1.0
Contraband,6.593220338983051, 1.0
Return,6.034371021135726, 22.0
Repo,7.811904761904763, 3.0
Zhizn,6.0, 1.0
amo,6.0, 1.0
Orson,7.666666666666667, 1.0
Persia,6.605263157894737, 1.0
Oldeuboi,8.435897435897433, 1.0
Changing,6.714285714285714, 1.0
ami,8.0, 1.0
Pianomania,8.0, 1.0
Albatross,6.5, 1.0
ame,7.75, 2.0
gelenler,7.0, 1.0
l�chafaud,9.0, 1.0
ama,5.0, 1.0
Corsican,7.0, 1.0
Kaho,8.0, 2.0
larmes,4.5, 2.0
Rest,6.0, 2.0
eneste,9.0, 1.0
Mangalashtak,6.0, 1.0
ali,4.0, 1.0
Swords,6.0, 1.0
Ossessione,10.0, 1.0
milyoner,8.0, 1.0
Imposter,7.725, 1.0
5000,3.0, 2.0
Eddies,9.0, 1.0
Cannibal,6.986111111111111, 6.0
Kahani,7.0, 1.0
Dating,8.25, 2.0
Oculus,7.0, 1.0
Drempel,8.0, 1.0
Rebelle,7.909090909090909, 1.0
shei,6.0, 1.0
Skyline,4.304347826086956, 1.0
Pluto,5.066666666666666, 3.0
Myers,6.708333333333334, 2.0
Can-Can,7.0, 1.0
Piedra,7.0, 1.0
Reef,4.8999999999999995, 3.0
Reel,8.399999999999999, 1.0
Walking,7.132543103448275, 6.0
Licence,6.533333333333333, 1.0
Cinco,6.625, 2.0
Toki,7.798076923076923, 1.0
Corpses,4.166666666666666, 2.0
Reds,6.8, 2.0
Rebooted,10.0, 1.0
Aviator,7.75, 1.0
r?de,7.0, 1.0
Scratch,7.0, 1.0
Mixed,8.0, 1.0
Flame,8.0, 1.0
Loverboy,5.0, 1.0
G-Force,4.2, 1.0
collectionneuse,7.333333333333333, 1.0
Cr�a,7.0, 1.0
Redd,7.0, 1.0
Hendersons,7.5, 1.0
Entracte,8.0, 1.0
Crew,6.0, 2.0
Gridlockd,7.0, 1.0
Antapal,8.6, 1.0
Chinkonka,3.5, 1.0
aan,3.0, 1.0
Lentjn,6.0, 1.0
Temple,8.942857142857143, 2.0
Ashura-j,6.0, 1.0
Duett,7.0, 1.0
Changeling,7.989583333333334, 2.0
eunhye,8.0, 1.0
cr�tico,7.0, 1.0
Tomb,6.0928571428571425, 5.0
?gon,5.0, 1.0
Others,9.166666666666668, 2.0
Siren,6.0, 1.0
Scorpion,5.857142857142858, 4.0
Auzaar,5.0, 1.0
gaeul,8.222222222222221, 1.0
Rapariga,7.0, 1.0
Canela,8.0, 1.0
Gente,5.0, 1.0
Fracture,8.793478260869566, 2.0
Burroughs,9.0, 1.0
Boonmee,7.25, 1.0
Sydney,7.555555555555555, 1.0
dhiver,8.0, 1.0
Told,8.5, 2.0
sappelait,7.9, 1.0
senchim�toru,7.5, 1.0
Times,7.889550264550264, 9.0
goseuteu,9.0, 1.0
Kako,10.0, 1.0
Kerle,7.0, 1.0
violin,10.0, 1.0
inocentes,8.666666666666666, 1.0
Apaches,3.0, 1.0
Exotica,5.0, 1.0
Myself,8.666666666666666, 3.0
Person,8.0, 1.0
Voorman,6.0, 1.0
Uivo,2.0, 1.0
Guru,7.75, 2.0
dormir,7.625, 2.0
Ougon,8.0, 1.0
Undiscovered,7.571428571428571, 1.0
Jewel,6.0, 1.0
Irregardless,10.0, 1.0
Kane,5.4886039886039875, 3.0
Sanj�r,7.6, 1.0
Goodnight,7.5, 1.0
Rashmon,8.5625, 1.0
Soldados,9.0, 1.0
Ready,6.125, 2.0
Gumm,5.0, 1.0
Gump,9.009478672985772, 1.0
Kerim,9.0, 1.0
Tempos,5.0, 1.0
zile,8.266666666666666, 1.0
Kano,8.0, 1.0
gracia,6.0, 1.0
chuzhikh,8.0, 1.0
Kant,10.0, 1.0
Tony,5.666666666666666, 2.0
Cutoff,7.666666666666667, 1.0
Judwaa,7.0, 1.0
mori,6.857142857142858, 2.0
Size,5.824561403508772, 2.0
mort,8.318181818181818, 3.0
Sofija,10.0, 1.0
Keriz,7.0, 1.0
Countess,6.5, 2.0
ensam,7.0, 1.0
Grabbers,6.88, 1.0
Tong,6.388888888888889, 3.0
Robinson,7.666666666666668, 3.0
Cardiff,8.5, 1.0
Kama,3.0, 1.0
Too?,4.5, 1.0
Wheels,7.5, 2.0
moon,7.0, 2.0
Convenience,8.0, 1.0
Kinatay,9.0, 1.0
Darling,7.958333333333333, 4.0
Gantry,9.0, 1.0
zijn,7.5, 1.0
Amphibious,3.3333333333333335, 1.0
Napoleon,7.538461538461538, 1.0
Drukkersbloed,10.0, 1.0
Daleks,6.333333333333333, 1.0
Alsino,7.0, 1.0
Jabberwocky,7.0, 1.0
Grekland,4.0, 1.0
Shottas,4.5, 1.0
Metsn,9.0, 1.0
Grade,9.0, 1.0
Flash,7.712418300653596, 3.0
Manhood,1.0, 1.0
Asked,5.909090909090909, 1.0
raifu,8.0, 1.0
Mirrors,6.6, 1.0
Touchy,4.714285714285714, 1.0
Gung,7.0, 1.0
crimen,8.0, 2.0
Shining,8.539130434782603, 1.0
Mediterraneo,9.0, 1.0
Sm�,7.5, 1.0
Guna,7.0, 1.0
Ruedoo,5.0, 1.0
leto,9.5, 2.0
Victory,7.166666666666667, 1.0
Guns,6.774686028257457, 7.0
Grace,7.683333333333334, 6.0
Kazakhstan,7.809523809523809, 1.0
Coronel,4.0, 1.0
Selection,4.75, 1.0
Namathil,6.0, 1.0
Anaconda,6.75, 1.0
Pledge,7.125, 1.0
Starsky,6.583333333333333, 1.0
Supernaturals,3.0, 1.0
Tora,7.571428571428572, 3.0
Laurel,7.0, 1.0
Brinks,7.0, 1.0
vivrai,7.25, 1.0
ombres,8.333333333333334, 1.0
Crna,8.333333333333334, 1.0
Torn,7.333333333333333, 1.0
mitra,7.0, 1.0
Vizier,9.0, 1.0
g�teau,6.0, 1.0
tobe,5.0, 1.0
Crow,8.230769230769232, 3.0
Karo,7.0, 1.0
Raising,6.6856060606060606, 4.0
verloren,6.0, 1.0
Almanya,7.75, 1.0
novios,1.0, 1.0
Fresa,7.0, 1.0
arabalari,7.0, 1.0
Lambert,10.0, 1.0
Educated,1.0, 1.0
loups,6.7, 2.0
Zombieland,7.842105263157895, 1.0
Fresh,5.0, 2.0
Tashan,4.5, 1.0
Kara,8.0, 1.0
Dogville,8.590909090909092, 1.0
Dumberer,4.5, 1.0
Ohgon,8.833333333333334, 2.0
8-Pallo,4.5, 1.0
Seeing,6.0, 2.0
Fauntleroy,7.0, 1.0
Kasi,8.0, 1.0
vakasi,7.5, 1.0
Larrivo,5.75, 1.0
Toto,7.0, 1.0
Mocnym,8.0, 1.0
condamn�,8.5, 1.0
Ciudadano,5.5, 2.0
kanikuly,10.0, 1.0
occhi,8.0, 1.0
Jaan,6.6, 1.0
Crusoe,5.666666666666667, 1.0
Ningen,9.625, 1.0
MoPic,8.0, 1.0
Cl�op�tre,8.166666666666666, 2.0
Lattentat,7.5, 1.0
Jack,6.736115677210781, 27.0
Flushed,7.8, 1.0
Katy,7.111111111111111, 1.0
Seeking,6.200592592592592, 3.0
Avengers,8.050781249999996, 1.0
Blossoms,8.666666666666666, 1.0
secondo,8.6, 1.0
Manon,6.0, 1.0
Ivers,10.0, 1.0
Gettysburg,8.0, 1.0
Kath,6.0, 1.0
Anadoluda,6.875, 1.0
Manor,6.166666666666667, 1.0
Manos,1.25, 1.0
Freud,7.0, 2.0
Kate,6.4, 1.0
Russia,7.826086956521739, 1.0
thueng,8.0, 1.0
Tout,9.0, 1.0
Tous,7.5, 2.0
Tour,8.666666666666666, 3.0
Rillington,8.6, 1.0
Quella,10.0, 1.0
EunGyo,6.333333333333333, 1.0
kodomo,7.75, 2.0
Credits,8.0, 1.0
Talking,4.541666666666667, 4.0
dieux,8.166666666666666, 1.0
Momzillas,9.0, 1.0
Christian,7.0, 1.0
Freejack,8.0, 1.0
General,6.75, 6.0
Puppeteers,7.833333333333333, 1.0
Acaso,5.0, 1.0
Legok,5.0, 1.0
truffe,10.0, 1.0
...Pi�,5.0, 1.0
Metallica,7.904761904761905, 2.0
37�2,7.0, 1.0
salauds,6.0, 1.0
Jatts,8.0, 1.0
Absence,5.1, 2.0
Jatta,7.5, 1.0
Potter,8.320916291886494, 9.0
Real,7.020744680851064, 10.0
Stare,6.333333333333333, 1.0
Playlist,7.3478260869565215, 1.0
Stark,6.0, 1.0
Town,6.900557297109021, 18.0
Paddle,5.6, 1.0
monja,5.0, 1.0
vuoro,7.0, 1.0
Potted,4.0, 1.0
Stars,6.311111111111111, 9.0
Flower,8.0, 3.0
Rear,8.249999999999996, 1.0
shuo,7.733333333333333, 3.0
Dominick,7.0, 1.0
Fishing,7.086206896551724, 1.0
Stash,8.0, 1.0
hteishiki,6.0, 1.0
OC87,5.0, 1.0
Thrashed,10.0, 1.0
Losing,9.0, 1.0
Perrys,6.516666666666667, 1.0
fous,6.0, 1.0
R...,3.6666666666666665, 1.0
Tenk�,8.176470588235293, 1.0
Var�zslat,8.0, 1.0
Mujeres,7.222222222222222, 1.0
Stati,3.0, 1.0
State,6.8015049978398325, 12.0
Khaneh,8.0, 1.0
Ghazab,7.0, 1.0
Poklosie,7.6, 1.0
Toys,8.125, 2.0
Streetcar,8.0, 1.0
Forbrydelsens,8.0, 1.0
Tortured,6.0, 1.0
Trading,7.086206896551724, 2.0
Magoriums,5.5, 1.0
forte,5.0, 1.0
Indonesia,8.0, 1.0
mondo,7.774193548387097, 1.0
Christina,10.0, 1.0
Mujhse,9.0, 1.0
Extremities,10.0, 1.0
Cinemania,8.0, 1.0
monde,7.5, 4.0
Ulysses,8.0, 1.0
Failure,5.857142857142857, 1.0
Beowulf,6.333333333333333, 1.0
ari,9.0, 1.0
aru,7.0, 1.0
Hurt,7.726829268292683, 2.0
hamjje,6.0, 1.0
dakkai,9.0, 1.0
Dinosaurs,6.566202475685234, 4.0
cerebros,5.0, 1.0
Vulnerables,3.0, 1.0
Waiting,6.216666666666668, 7.0
shjo,7.149038461538462, 2.0
Bananas,6.875, 2.0
Assistant,5.75, 1.0
schastlivaya,7.666666666666667, 1.0
Descendants,7.771739130434782, 1.0
Kaze,7.813131313131314, 3.0
Couch,7.4, 2.0
Lavin,7.0, 1.0
Christine,7.888888888888889, 1.0
v�rit�,8.0, 1.0
Brooks,7.595238095238095, 2.0
r�ves,8.0, 1.0
Conjuring,7.843609022556391, 1.0
Veteran,7.666666666666667, 1.0
Plush,7.0, 1.0
ask,7.5, 1.0
shit,8.0, 1.0
jaguar,6.0, 1.0
shin,6.722222222222222, 3.0
Earnest,6.714285714285714, 1.0
Hush,5.516129032258065, 1.0
Husk,6.0, 1.0
Roving,8.0, 1.0
U-571,7.0, 1.0
clonazione,4.0, 1.0
Target,6.784722222222222, 4.0
Childs,6.583928571428571, 4.0
mods,10.0, 1.0
Husband,7.916666666666667, 3.0
sheng,4.0, 1.0
nove,10.0, 1.0
Forgotten,6.46875, 4.0
Jatra,4.0, 1.0
8th,10.0, 1.0
vospreshchyon,8.0, 1.0
Hotel,7.133040006920606, 11.0
Yanoosak,8.0, 1.0
Rendition,7.3, 1.0
Mickey,7.4444444444444455, 3.0
Dreamscape,6.5, 1.0
nous,8.0, 1.0
Shaadi,7.133333333333333, 3.0
Sedmikr�sky,6.0, 1.0
Brooms,6.0, 1.0
Ferryman,3.0, 1.0
Carlitos,8.054054054054053, 1.0
Ostre,8.0, 1.0
Dreyer,8.0, 1.0
Vogeloed,7.0, 1.0
Talkies,6.333333333333333, 1.0
aux,6.923076923076923, 4.0
shou,6.0, 1.0
pilvet,7.5, 1.0
sevizia,6.666666666666667, 1.0
Sitcom,6.0, 1.0
Piece,8.347222222222221, 2.0
sorci�re,9.0, 1.0
Leading,9.0, 1.0
Copying,6.75, 1.0
Manut,3.0, 1.0
Manus,7.0, 1.0
Thinner,6.0, 1.0
Cougar,4.5, 2.0
Circuitry,4.0, 1.0
Pesiyadhe,9.0, 1.0
Penkutti,5.0, 1.0
personne,6.289473684210526, 2.0
Nightmare,5.960038675731103, 14.0
tableau,7.0, 1.0
asu,4.333333333333333, 1.0
ast,8.0, 1.0
Courier,5.666666666666667, 1.0
poika,6.0, 1.0
Gingerdead,4.0, 1.0
Fever,5.484508547008547, 8.0
Replacement,6.0, 1.0
Raras,7.5, 1.0
Linotype,7.0, 1.0
Modisto,10.0, 1.0
Begravelsen,8.0, 1.0
Y�koku,8.0, 1.0
comunidad,8.0, 1.0
Congeniality,6.328571428571428, 2.0
Agantuk,7.5, 1.0
att,5.0, 1.0
Annapolis,7.0, 1.0
Approaching,10.0, 1.0
nyfiken,4.5, 2.0
Nicolas,8.0, 1.0
aur,3.6666666666666665, 1.0
aus,5.5, 2.0
Cruz,7.0, 1.0
auf,8.9, 2.0
Huye,6.0, 1.0
hiwalay,5.0, 1.0
Cinderella,7.09375, 4.0
Than,7.859795321637426, 10.0
That,7.361502105075219, 32.0
Krush,7.0, 1.0
Thaw,3.5, 1.0
mashin,9.0, 1.0
vangelo,8.6, 1.0
Burials,7.857142857142857, 1.0
noir,8.0, 1.0
contes,7.0, 1.0
Poit�n,6.0, 1.0
Cumbia,7.0, 1.0
Stranded,6.833333333333333, 2.0
Shore,6.0, 1.0
Combo,6.0, 1.0
Zoran,8.0, 2.0
Mirth,9.666666666666666, 1.0
Potatoes,6.5, 1.0
Among,6.0, 3.0
Zabriskie,10.0, 1.0
chinbotsu,7.0, 1.0
Odna,4.0, 1.0
Obama,7.0, 1.0
Smithsonian,5.833333333333333, 1.0
Intelligence,7.694444444444445, 1.0
demandez,6.0, 1.0
Rooms,5.9523809523809526, 2.0
Faryad,10.0, 1.0
annan,5.0, 1.0
Saban,7.4375, 8.0
chinchyun,7.428571428571429, 1.0
Nikal,4.0, 1.0
Kronjuvelerna,8.0, 1.0
Countryman,6.775510204081633, 1.0
chaat,8.0, 1.0
Richer,7.0, 1.0
Mundo,7.666666666666667, 3.0
Cheats,7.0, 1.0
Mundi,8.0, 1.0
g�ru,9.0, 1.0
Jenkins,3.0, 1.0
Rango,7.659090909090909, 1.0
Uguay,4.0, 1.0
Tenenbaums,8.0625, 1.0
Dhara,10.0, 1.0
Range,7.875, 2.0
Efter,8.166666666666668, 1.0
Ranga,5.0, 1.0
��p��ler,9.5, 1.0
Caligola,5.25, 1.0
Middleton,6.2, 1.0
Delhi,5.666666666666666, 2.0
Bottled,8.0, 1.0
ATL,6.0, 1.0
Frigg,6.0, 1.0
ATM,6.357142857142858, 2.0
Finest,8.28125, 2.0
Enforcer,5.8, 1.0
Ppstin,8.75, 1.0
Fence,7.25, 2.0
Pete,6.928571428571428, 3.0
DeMarco,7.5, 1.0
Cachorro,5.875, 2.0
Suicide,8.333333333333332, 2.0
Arsenal,8.0, 1.0
Cul-de-sac,5.0, 1.0
Pets,8.0, 1.0
Mutant,5.014423076923077, 4.0
Ry�,7.5, 1.0
Franklyn,7.2, 1.0
Velour,3.0, 1.0
Lemora,7.0, 1.0
Alive,6.1022727272727275, 11.0
Fireman,6.0, 1.0
Disguise,1.0, 1.0
George,7.895061728395062, 9.0
Someone,7.39044289044289, 6.0
Inspector,6.833333333333333, 3.0
AVP,6.9, 1.0
Fried,7.8999999999999995, 3.0
yeux,7.333333333333333, 1.0
Noruwei,5.714285714285714, 1.0
hahalal,7.153846153846154, 1.0
Valance,8.4, 1.0
Jirachi,8.0, 1.0
Comet,7.0, 1.0
Comes,6.647334754797441, 7.0
kramar,5.5, 1.0
Frida,8.454545454545455, 1.0
Shots,7.847619047619048, 2.0
cuento,7.75, 1.0
Dorian,6.67948717948718, 3.0
djeca,3.0, 1.0
Hatchet,6.329166666666667, 3.0
Salamina,9.0, 1.0
ilusos,6.0, 1.0
Signore,7.0, 1.0
Fairytale,1.0, 1.0
Superhero,6.8773448773448775, 3.0
Yongseoneun,6.75, 1.0
Combusto,5.0, 1.0
Eleven,7.568181818181818, 4.0
Zanan-e,7.333333333333333, 1.0
lherbe,10.0, 1.0
Pesuthadi,8.0, 1.0
Della,8.0, 1.0
sidste,8.0, 1.0
Lemony,7.823529411764706, 1.0
Soylent,7.5, 1.0
yarasi,9.0, 1.0
Flandersui,7.0, 1.0
Fishin,7.0, 1.0
Poliziotto,6.0, 1.0
Parbat,7.0, 1.0
bo�te,5.0, 1.0
Reporters,5.0, 1.0
Sabit,2.0, 1.0
Pepi,5.5, 1.0
Mademoiselle,8.0, 2.0
Gosford,8.333333333333334, 1.0
geurigo,8.222222222222221, 1.0
vgens,5.0, 1.0
Hoshi,7.75, 2.0
Pepa,7.0, 1.0
reser,6.0, 1.0
Hahithalfut,9.0, 1.0
nord,5.0, 1.0
Invasor,5.5, 1.0
Revelations,4.75, 2.0
Penguins,5.88, 2.0
S?nner,7.0, 1.0
Dhamaal,7.0, 1.0
jamais,7.75, 1.0
Ha-Mashgihim,6.0, 1.0
Selam,10.0, 1.0
Hip-Hop,10.0, 2.0
Amour,7.746212121212121, 2.0
Upside,6.82070707070707, 3.0
Scouting,9.0, 1.0
Kauwa,6.0, 1.0
Munna,7.0, 1.0
Bystreye,8.0, 1.0
Misery,8.130434782608695, 1.0
Typhoid,2.0, 1.0
nota,4.0, 1.0
cangrejo,4.0, 1.0
Fantastic,6.9413636363636355, 5.0
Arrows,10.0, 1.0
kouzina,7.5, 1.0
Affair,8.075000000000001, 6.0
Thunderbirds,4.583333333333334, 2.0
kannibaler,7.0, 1.0
Degirmen,7.0, 1.0
Guardian,7.642857142857143, 1.0
water,7.0, 1.0
Archdale,10.0, 1.0
Airbag,7.0, 1.0
You...,4.5, 1.0
movie,6.0, 1.0
obkhodchik,6.5, 1.0
Capote,7.816326530612245, 1.0
Angelas,7.0, 1.0
Peraanmai,6.0, 1.0
Apes,7.19416708064249, 6.0
Badkonake,8.0, 1.0
furia,5.0, 1.0
Santini,9.0, 1.0
Waterboy,7.25, 1.0
Newton,7.0, 2.0
Onegin,8.0, 1.0
Pelo,6.0, 1.0
Rooftop,6.0, 1.0
Arbus,7.0, 1.0
A�...,8.0, 1.0
DragonHeart,7.25, 1.0
Pedersen,6.0, 1.0
Delicatessen,7.2, 1.0
Magnolias,8.25, 1.0
Leopold,6.4, 1.0
Cleaning,6.923076923076923, 1.0
tragen,7.0, 1.0
Jogwa,8.0, 1.0
Apart,6.577777777777778, 3.0
Fisher,7.5, 2.0
Fishes,6.222222222222222, 1.0
Caf�,8.625, 2.0
nome,7.0, 1.0
Winak?,8.0, 1.0
Inkaar,7.0, 1.0
Mandingo,6.0, 1.0
Ranch,6.0, 2.0
Headin,5.0, 1.0
Delta,6.666666666666667, 3.0
Sebastiane,8.0, 1.0
Presents,10.0, 1.0
Batismo,6.0, 1.0
Laurent,6.8, 1.0
Grays,1.0, 1.0
November,7.043859649122807, 2.0
bien-aim�s,8.0, 1.0
13/13/13,5.0, 1.0
Batalla,6.0, 1.0
Colonel,9.5, 2.0
Aroused,6.0, 1.0
Impact,5.706666666666667, 5.0
Commercial,10.0, 1.0
opprim�e,7.0, 1.0
Nibelungen,9.5, 2.0
Mungo,3.6666666666666665, 1.0
paradis,9.333333333333334, 1.0
Mongoli,5.0, 1.0
Mockingbird,8.484848484848486, 1.0
Weightlifting,10.0, 1.0
Claudel,7.4375, 2.0
Aatma,1.0, 1.0
mitt,7.0, 1.0
Mirch,9.0, 1.0
Dubai,8.0, 1.0
Sinister,6.789029535864979, 1.0
Chori,5.0, 2.0
MindFulness,7.0, 1.0
Champions,10.0, 1.0
Toast,7.0, 1.0
mita,9.0, 1.0
8245-8249,7.0, 1.0
Unbekannter,8.5, 1.0
Shapeshifter,8.0, 1.0
Safety,7.767832167832168, 2.0
Zorro,7.6647727272727275, 4.0
Grass,6.2, 4.0
Disconnect,7.763688760806916, 1.0
Grasp,8.0, 1.0
Thru,7.0, 2.0
Apne,7.0, 1.0
Messages,7.0, 1.0
Apna,9.25, 2.0
Contenders,8.0, 1.0
Barrels,8.25333333333333, 1.0
Breakfast,7.786119257087001, 3.0
dotter,5.0, 1.0
A.C.O.D.,5.166666666666667, 1.0
Chiltern,6.0, 1.0
Gravy,7.0, 1.0
Outsourced,6.0, 1.0
Unrest,3.5, 1.0
dai-gekij,5.0, 1.0
Koroishi,6.0, 1.0
Motel,5.2, 2.0
Dreaming,7.5, 2.0
Parade,8.0, 3.0
Runaway,6.56, 5.0
Bobby,7.410130718954249, 8.0
scientifico,10.0, 1.0
Brubaker,7.0, 1.0
Cry-Baby,7.142857142857143, 1.0
homme,8.75, 2.0
Epizoda,7.0, 1.0
Meisje,8.0, 1.0
Pumping,7.642857142857143, 1.0
Grave,6.426945583603192, 9.0
Striking,5.0, 1.0
Treacle,6.0, 1.0
Thick,6.428571428571429, 1.0
Flying,7.5, 10.0
Pullin,10.0, 1.0
Bacon,6.0, 2.0
Peep,5.666666666666667, 1.0
Naughty,8.0, 1.0
Patriot,7.670289855072465, 2.0
triste,7.166666666666667, 1.0
Arendt,7.35, 1.0
saiban,7.0, 1.0
Starship,5.426388888888889, 4.0
Cloudburst,7.5, 1.0
Sonhos,6.0, 1.0
Monday,6.0, 1.0
Thou,7.0, 1.0
Saala,5.666666666666667, 1.0
Tavarataivas,5.0, 1.0
Thor,7.438802884394056, 2.0
Grape,8.111111111111107, 1.0
Thief,7.314113834610863, 9.0
Nokas,6.0, 1.0
Kissing,7.666666666666666, 2.0
Saedeu,8.0, 1.0
Adams,6.222222222222222, 4.0
Vacas,7.0, 1.0
Defiant,9.0, 1.0
teikoku,6.0, 1.0
DeUsynlige,9.0, 1.0
Parada,7.0, 2.0
Mummy,5.594047619047619, 5.0
solntse,8.333333333333334, 1.0
mizu,8.0, 1.0
Daybreakers,6.586206896551724, 1.0
Poltergeist,6.406666666666666, 3.0
Visitor,7.625, 1.0
Freerunner,7.0, 1.0
Sabotage,6.333333333333334, 1.0
Peck,6.0, 1.0
S.O.B.,8.0, 1.0
Regalo,7.5, 1.0
boire,7.5, 1.0
Zorns,10.0, 1.0
Tanda,6.0, 1.0
valhe,7.0, 1.0
Viking,3.0, 1.0
Professione,8.0, 1.0
marche,6.75, 2.0
Hollywoodland,9.0, 1.0
AFR,3.0, 1.0
EverAfter,8.375, 1.0
AFK,7.190476190476191, 1.0
Barrens,3.0, 1.0
Clowns,8.0, 1.0
pandemonium,7.0, 1.0
Peak,7.6, 1.0
Assistance,9.0, 1.0
Penetras,3.0, 1.0
Comin,6.0, 1.0
An...,5.0, 1.0
Perry,7.341269841269841, 2.0
Interpreter,6.875, 1.0
carrosse,9.0, 1.0
Euer,8.0, 1.0
Vidiyum,8.0, 1.0
Joseph,5.0, 1.0
m�tro,7.5, 1.0
Xendra,4.0, 1.0
Ledge,6.508771929824562, 2.0
Girlfight,8.0, 1.0
?dishon,7.388888888888889, 1.0
Objective,5.8, 1.0
Maker,8.0, 1.0
Odds,6.0, 2.0
Sleepwalkers,7.0, 1.0
Penumbra,6.0, 1.0
Mostly,7.0, 1.0
Management,6.458333333333334, 2.0
Grand,6.779427860696518, 10.0
Grumpy,7.833333333333333, 1.0
Arnaldo,10.0, 1.0
Thin,8.162781954887219, 4.0
This,7.898586389364147, 30.0
Apur,9.0, 1.0
Criminal,8.0, 2.0
Nutty,6.0, 2.0
Grant,9.0, 1.0
Expendables,6.232867132867133, 2.0
Krull,4.0, 1.0
Hundtricket,9.0, 1.0
ming,6.7, 5.0
Darkness,6.816686507936509, 15.0
Johan,8.0, 1.0
Apti,7.0, 1.0
Witse,5.0, 1.0
reste,7.583333333333333, 3.0
Sunrise,8.17937649880096, 5.0
Cyborg,5.666666666666667, 3.0
Science,7.722222222222222, 3.0
Bloomers,6.0, 1.0
Polytechnique,7.0, 1.0
Yogen,7.0, 1.0
tatakai,7.0, 3.0
Grams,8.333333333333334, 1.0
Reacciones,10.0, 1.0
lossens,8.0, 1.0
Francisco,8.0, 2.0
Comic,9.0, 1.0
Nutte,8.0, 1.0
Queen,7.358607104700854, 16.0
Bysoku,7.5, 1.0
kul�b�,7.0, 1.0
copilului,7.967741935483873, 1.0
hecho,8.0, 1.0
Hardys,10.0, 1.0
Pursuit,8.58620689655172, 1.0
Chambaili,10.0, 1.0
Matrimonio,8.5, 1.0
Metropia,6.0, 1.0
Aweigh,10.0, 1.0
Marienbad,8.333333333333334, 1.0
Idukki,4.0, 1.0
Ridgemont,7.375, 1.0
probablement,9.0, 1.0
Thirdworld,5.0, 1.0
Patanga,6.0, 1.0
Palladin,7.0, 1.0
Glide,9.5, 1.0
Waist,9.0, 1.0
They,7.30436507936508, 10.0
Piccola,7.0, 1.0
Audrey,7.0, 1.0
Indagine,7.5, 1.0
Assassination,7.171428571428572, 8.0
Muslims,8.0, 1.0
